Genres,Episodes,Decimal,AiredYear,Type,Source,Romance,Shoujo,Ecchi,Shounen,Fantasy,Comedy,Music,Sports,Hentai,Historical,Mistery,Thriller,Supernatural,Gore,SciFi,Action,Otro,Members,Score,Favorites
"Shounen, Action, Supernatural, Otro",1,216,2017.0,3,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,34337,7.8,62
"Fantasy, Action, Supernatural, Otro",13,204,2018.0,5,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,229014,8.01,1548
"Comedy, Fantasy, Shoujo, Action, Supernatural, Otro",1,717,2013.0,3,6,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,20069,7.03,82
Romance,2,2,1999.0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1957,6.2,0
Fantasy,43,4,2013.0,2,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,72,4.73,0
Ecchi,6,256,2012.0,4,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6112,6.23,1
"Romance, Fantasy, Action, Ecchi",12,270,2013.0,5,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,186805,7.32,560
"Comedy, Romance, Shoujo, Music, Ecchi",13,8963,2013.0,5,13,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,74530,7.46,613
"Comedy, Sports, Shounen",12,4113,2015.0,5,6,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,10505,6.75,10
"Sci-Fi, Fantasy, Otro",1,100,2013.0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,38,6.0,0
"Comedy, Fantasy, Shounen, Supernatural",150,149,2003.0,5,6,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,68543,7.64,818
"Romance, Otro",11,66,2011.0,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,267477,8.52,4705
"Romance, Supernatural",7,130,2014.0,4,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21307,6.83,21
"Sci-Fi, Gore",2,16416,2007.0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,696,6.13,1
"Comedy, Romance, Shounen, Action",1,27,2014.0,4,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,47837,7.46,75
"Sci-Fi, Shounen, Action",1,56,2017.0,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4924,5.91,10
"Comedy, Shoujo, Action, Otro",26,585,1997.0,5,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,9111,7.01,24
"Comedy, Romance, Shoujo",12,515,2009.0,5,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,120362,7.13,463
"Comedy, Music",25,8193,2016.0,5,9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,18247,6.48,57
"Comedy, Romance, Fantasy, Shounen, Otro",51,87,2006.0,5,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,342,6.49,0
"Romance, Music, Shounen, Action",1,8218,1997.0,3,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,185,6.45,0
Romance,1,2,2013.0,4,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19933,7.0,10
"Comedy, Historical",3,1025,2018.0,2,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,52,4.9,0
"Mistery, Comedy, Shounen, Action",26,32793,2001.0,5,6,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,6301,7.48,6
"Fantasy, Otro",1,68,1998.0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6434,6.69,6
"Sci-Fi, Fantasy",12,36,2013.0,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,21191,6.23,17
"Comedy, Romance",12,3,1999.0,5,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,538,5.97,1
"Fantasy, Action, Supernatural",1,140,2015.0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,65382,7.81,146
Romance,12,2,2017.0,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13439,6.65,19
"Comedy, Fantasy, Ecchi",13,261,2002.0,5,9,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,57345,7.35,264
"Comedy, Romance, Shounen",1,19,2015.0,4,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11090,7.35,5
Comedy,13,1,2016.0,4,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,107,4.83,0
"Comedy, Shounen, Action, Supernatural",1,153,2008.0,3,6,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,8590,7.64,7
"Comedy, Sports, Shounen, Ecchi",6,4369,2016.0,4,6,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,7867,6.59,1
"Comedy, Romance, Fantasy, Shoujo, Supernatural",12,647,2015.0,5,6,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,141639,8.27,1038
"Comedy, Sci-Fi, Otro",10,97,2016.0,5,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,169,4.56,0
"Sci-Fi, Romance, Gore, Shounen, Action",13,16442,2016.0,5,6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,51853,6.87,81
"Comedy, Romance, Ecchi, Otro",12,323,2012.0,5,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,122133,6.78,179
"Comedy, Romance",1,3,2001.0,4,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31401,7.09,20
"Comedy, Sci-Fi, Fantasy, Shounen, Action",1,61,1989.0,0,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,71222,6.88,41
"Sci-Fi, Fantasy, Action",26,44,2003.0,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,122955,7.9,1668
"Comedy, Romance, Fantasy, Action, Otro",73,79,1983.0,5,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,9868,7.24,42
"Comedy, Historical",4,1025,2011.0,4,14,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,17233,7.79,59
"Romance, Fantasy, Action, Supernatural, Ecchi",1,398,2015.0,3,5,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,54880,7.14,60
"Comedy, Fantasy, Shounen, Action",52,29,2004.0,5,9,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,3451,6.32,3
"Romance, Gore, Shounen, Action, Supernatural",1,16538,2015.0,3,6,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,111741,7.62,322
"Comedy, Fantasy",1,5,2014.0,3,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,29912,6.81,16
"Comedy, Romance",12,3,2016.0,5,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3774,4.8,5
"Sci-Fi, Fantasy, Shounen",8,52,1987.0,3,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,22804,7.33,278
"Comedy, Shounen, Action",1,25,2009.0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,105403,7.47,129
"Comedy, Sci-Fi, Romance, Shoujo, Shounen",12,563,2001.0,5,9,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,9067,6.38,8
Comedy,13,1,2009.0,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1364,6.32,0
"Romance, Fantasy, Shounen, Action",3,30,2013.0,3,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,176493,7.88,622
"Comedy, Romance",24,3,2015.0,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,891,6.51,3
"Comedy, Romance, Fantasy",25,7,2017.0,5,9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,235541,8.13,3495
"Comedy, Romance",4,3,2011.0,2,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,127176,7.57,176
"Comedy, Romance, Shounen",12,19,2009.0,5,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,63697,7.4,187
Hentai,2,2048,2005.0,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5477,6.7,31
"Historical, Shounen, Action",12,1048,2014.0,5,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,18393,6.94,36
"Sci-Fi, Romance, Music, Action",1,8234,2009.0,0,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,23096,7.9,54
"Comedy, Romance, Fantasy, Shoujo, Shounen",13,535,2001.0,5,6,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,43473,7.3,403
"Comedy, Sci-Fi, Shounen, Supernatural, Ecchi",12,433,2015.0,5,9,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,130312,7.11,435
"Romance, Action, Supernatural",1,138,2016.0,2,14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,44695,7.7,303
"Sci-Fi, Action",1,40,2006.0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4751,7.08,15
"Sci-Fi, Shounen, Action",1,56,2012.0,4,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,25993,7.25,45
"Comedy, Romance, Fantasy, Action, Otro",1,79,2007.0,0,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,51537,7.33,63
"Romance, Music",13,8194,2013.0,5,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,233332,7.62,6331
"Shounen, Action, Supernatural",1,152,2011.0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,22835,7.67,11
"Sci-Fi, Romance, Action, Thriller, Otro",1,65642,2013.0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,21128,6.38,12
"Sci-Fi, Action",1,40,1989.0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1421,6.4,2
"Comedy, Sci-Fi, Action",2,41,1996.0,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1915,6.98,7
"Romance, Hentai, Supernatural",2,2178,2008.0,3,6,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8591,6.86,66
"Comedy, Supernatural, Ecchi",1,385,2017.0,4,14,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2044,6.14,0
"Sci-Fi, Romance",1,34,2010.0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,83333,8.17,573
Sci-Fi,2,32,2016.0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,467,5.63,1
"Comedy, Fantasy, Otro",1,69,2006.0,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,16470,6.57,12
"Fantasy, Action, Supernatural",2,140,2016.0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,12595,7.16,5
"Comedy, Fantasy",1,5,1980.0,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2394,7.31,4
"Comedy, Fantasy, Supernatural, Ecchi",12,389,2006.0,5,9,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,21301,7.07,92
"Romance, Shounen, Action",1,26,1999.0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11372,6.64,21
"Romance, Shounen",1,18,2016.0,4,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62836,7.56,106
"Comedy, Music",12,8193,2008.0,3,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,133476,8.22,2549
Music,1,8192,2016.0,4,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3290,6.66,4
"Sci-Fi, Action",25,40,2013.0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,42193,7.92,487
"Comedy, Romance, Shounen",2,19,2007.0,4,15,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,14951,7.57,8
"Comedy, Sports, Romance, Shounen",75,4115,2013.0,5,6,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,109692,8.2,2285
"Comedy, Romance, Ecchi",12,259,2007.0,5,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,78416,7.03,471
Fantasy,1,4,1996.0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1446,3.21,3
"Mistery, Sci-Fi, Fantasy, Gore, Thriller, Otro",3,114788,1990.0,3,9,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,8337,6.4,9
"Sci-Fi, Romance, Fantasy, Action",26,46,1999.0,5,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4632,6.62,7
"Comedy, Action, Ecchi",2,265,2004.0,4,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2445,6.82,0
"Fantasy, Action",1,12,2014.0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3064,7.33,20
"Shounen, Action, Otro",48,88,2014.0,5,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,7426,6.8,31
Romance,14,2,2003.0,5,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104809,7.35,1012
"Comedy, Sci-Fi, Romance",2,35,2006.0,3,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4539,6.96,2
"Comedy, Romance",12,3,2016.0,5,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,82618,7.19,299
"Comedy, Romance, Action, Supernatural, Otro",12,203,2016.0,5,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,119654,7.11,815
"Comedy, Historical, Fantasy, Ecchi",12,1285,2010.0,5,13,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,15247,7.14,23
"Sci-Fi, Shounen, Action",26,56,1983.0,5,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,492,6.41,0
"Comedy, Fantasy",12,5,2016.0,2,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,348,4.28,0
"Romance, Fantasy, Shoujo, Supernatural",46,646,1992.0,5,6,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,183151,7.73,6676
"Romance, Fantasy, Otro",1,70,2006.0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3210,5.71,2
"Sci-Fi, Romance, Action",1,42,2005.0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7627,7.28,4
"Comedy, Fantasy",12,5,2009.0,5,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,19420,6.53,25
"Romance, Shounen",1,18,2015.0,3,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,232,5.57,0
"Sci-Fi, Romance, Fantasy",24,38,2005.0,5,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,65274,7.7,686
"Historical, Romance, Gore, Otro",1,17474,2007.0,0,10,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,12577,6.8,41
"Comedy, Historical, Romance, Supernatural",0,1155,2017.0,2,6,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2316,7.5,6
"Comedy, Romance",10,3,2018.0,2,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13738,7.9,78
"Sci-Fi, Fantasy, Shounen, Action",1,60,2016.0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1679,6.65,0
"Sci-Fi, Romance, Action",1,42,2017.0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3162,7.32,2
"Comedy, Sci-Fi, Shounen, Action",4,57,1996.0,3,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,18056,7.18,47
"Comedy, Action, Ecchi",1,265,2015.0,4,15,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3100,5.43,2
Comedy,24,1,1999.0,5,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,271,6.44,0
"Comedy, Romance, Otro",1,67,2010.0,3,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5524,7.46,6
"Comedy, Romance",1,3,2008.0,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4621,6.87,2
"Comedy, Fantasy, Action",1,13,2015.0,3,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,27113,7.08,10
Comedy,11,1,2009.0,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4110,7.36,3
"Comedy, Fantasy",1,5,2015.0,4,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45627,7.31,24
"Sci-Fi, Romance, Action",50,42,2002.0,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,113930,7.88,3296
"Comedy, Supernatural",13,129,2015.0,5,9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,341,4.95,0
Fantasy,1,4,1966.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,81,5.15,0
Music,51,8192,1989.0,5,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2434,6.86,3
"Mistery, Sci-Fi",1,32800,2002.0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6674,6.86,7
"Fantasy, Action, Supernatural",23,140,2015.0,5,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,22020,5.92,15
"Comedy, Sci-Fi, Shounen",1,49,2007.0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,765,5.99,0
"Historical, Action",3,1032,1993.0,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6663,7.32,25
Comedy,3,1,2002.0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2149,6.59,4
"Comedy, Romance, Fantasy, Shoujo",51,519,1995.0,5,6,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14625,6.77,87
"Historical, Fantasy, Shounen, Action, Ecchi",12,1308,2008.0,5,13,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,36426,6.86,116
"Comedy, Romance",25,3,2010.0,5,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,202438,7.51,1647
"Comedy, Gore, Supernatural, Otro",12,16577,2001.0,4,9,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,582,6.09,1
"Comedy, Historical, Fantasy, Shounen",13,1045,2000.0,5,9,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,9664,7.17,46
Romance,4,2,2016.0,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6688,6.25,6
"Sci-Fi, Romance, Action",12,42,2016.0,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18378,6.98,16
"Shounen, Thriller, Otro",26,65616,2011.0,5,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,83556,8.28,1229
"Comedy, Sci-Fi, Fantasy, Shounen, Otro",12,117,2003.0,5,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,53060,6.7,157
"Comedy, Romance, Shoujo",12,515,2012.0,5,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,108856,7.92,745
"Comedy, Sci-Fi, Romance, Fantasy, Shoujo",13,551,2006.0,5,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,8106,6.99,24
"Comedy, Shounen, Otro",2,81,2012.0,4,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4305,6.57,2
"Gore, Shounen, Action, Supernatural, Ecchi",12,16792,2010.0,5,6,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,737052,7.36,7718
"Historical, Romance, Fantasy",1,1030,1986.0,0,6,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1712,7.05,3
Comedy,13,1,2005.0,4,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,827,6.32,1
"Comedy, Romance",2,3,2007.0,4,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3824,6.75,4
"Romance, Fantasy",1,6,2018.0,0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27812,8.22,77
"Fantasy, Ecchi, Otro",6,324,2014.0,4,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,90439,6.8,122
"Fantasy, Action, Supernatural",1,140,2007.0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,48885,7.44,60
"Comedy, Fantasy",51,5,1999.0,5,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,25994,7.2,285
"Sports, Romance",12,4098,2016.0,5,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,104396,7.02,514
"Comedy, Sci-Fi",24,33,1989.0,5,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,136,5.86,0
Otro,1,64,2017.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,623,5.58,0
"Sci-Fi, Romance, Fantasy, Gore, Action, Supernatural",1,16558,2000.0,0,8,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,87118,7.93,876
Hentai,2,2048,2009.0,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5497,6.91,36
"Shounen, Action, Supernatural",1,152,2011.0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,23938,7.75,28
"Fantasy, Shoujo, Ecchi, Otro",13,836,2003.0,5,13,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,21463,6.68,101
Hentai,2,2048,2012.0,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10419,6.95,104
Romance,3,2,2014.0,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,5.79,0
"Romance, Supernatural",11,130,2011.0,5,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,661053,8.55,21155
Hentai,2,2048,2002.0,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1391,5.84,1
Sci-Fi,1,32,2017.0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13865,6.78,3
"Sci-Fi, Shounen, Action, Otro",4,120,2010.0,4,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,169327,8.05,786
"Comedy, Romance, Shounen, Ecchi",6,275,2014.0,4,15,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,30241,7.35,22
Fantasy,1,4,2017.0,3,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1426,6.99,1
"Comedy, Sci-Fi, Shounen",2,49,2006.0,0,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,9388,7.52,23
"Comedy, Romance",12,3,2017.0,5,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17363,7.37,58
"Comedy, Music",1,8193,2016.0,1,9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1245,3.51,5
"Music, Otro",1,8256,1991.0,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,31,2.89,0
"Sci-Fi, Romance, Gore, Action, Otro",26,16490,1995.0,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,641101,8.32,41098
"Comedy, Romance, Shounen",1,19,2016.0,3,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,18249,7.87,14
"Comedy, Sci-Fi",77,33,1998.0,5,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,218,6.69,0
"Sci-Fi, Action",26,40,2007.0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,77534,7.63,604
"Comedy, Romance, Fantasy, Shounen, Action",1,31,2011.0,0,6,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,111139,7.44,140
"Comedy, Romance, Fantasy, Shoujo",51,519,2001.0,5,6,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2356,6.9,9
"Sci-Fi, Romance, Action",5,42,1994.0,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2124,7.13,3
"Comedy, Romance",12,3,2012.0,5,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,373647,8.34,8046
Hentai,3,2048,2010.0,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3827,6.7,36
"Comedy, Fantasy, Ecchi",4,261,2005.0,3,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,137710,6.75,626
"Romance, Shoujo, Gore, Otro",1,16962,1990.0,3,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2590,5.19,2
Comedy,0,1,2017.0,2,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1555,6.22,0
"Comedy, Romance, Shounen",1,19,2014.0,3,15,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,28465,7.19,9
"Comedy, Sports, Romance",13,4099,2014.0,5,9,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,200199,7.86,2465
"Sci-Fi, Fantasy, Otro",1,100,2012.0,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,13579,7.23,86
"Sci-Fi, Romance, Action",1,42,2004.0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,134519,7.75,665
"Comedy, Romance",7,3,2009.0,4,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3152,6.33,4
Hentai,1,2048,2015.0,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2975,5.96,23
Hentai,1,2048,2011.0,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20279,7.51,159
"Comedy, Sci-Fi, Fantasy, Shounen",3,53,1991.0,3,9,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,551,6.5,2
"Historical, Fantasy, Shounen, Action",20,1052,1988.0,5,6,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,2445,7.38,6
"Sci-Fi, Action, Otro",44,104,2011.0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4704,7.24,35
"Fantasy, Action, Otro",1,76,2010.0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,8716,8.08,80
"Comedy, Fantasy, Action",1,13,2014.0,4,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,13553,6.79,6
"Sci-Fi, Fantasy, Shounen, Action",1,60,2013.0,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,70141,7.66,119
"Romance, Fantasy",39,6,1994.0,5,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3004,7.66,10
Comedy,6,1,2013.0,4,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15768,6.31,8
Romance,1,2,2014.0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3318,6.1,0
