Genres,Source,Type,Episodes,Decimal,Popularity,Score,Favorites
"Romance, Action, Supernatural, Otro",8,3,8,202,1649,7.92,290
"Action, Supernatural, Otro",5,4,1,200,2269,7.65,28
"Comedy, Sci-Fi, Action, Ecchi",6,0,1,297,4986,6.7,3
"Comedy, Romance, Shoujo",6,3,2,515,5805,6.22,8
Sci-Fi,9,4,1,32,5965,5.33,5
"Sci-Fi, Romance, Fantasy, Shoujo, Otro",6,5,12,614,1024,7.34,305
"Gore, Supernatural, Otro",9,0,1,16576,2261,6.92,95
"Comedy, Sports",9,5,12,4097,10898,7.27,1
Hentai,13,3,4,2048,5829,6.42,18
"Comedy, Romance, Shounen, Supernatural",6,2,1,147,1934,7.41,245
"Sci-Fi, Romance, Action",5,5,13,42,2031,7.79,362
"Comedy, Sci-Fi",4,5,12,33,10869,5.14,1
"Comedy, Romance, Shounen",6,5,12,19,937,7.49,305
"Comedy, Fantasy, Shoujo",9,3,1,517,9716,6.02,1
"Comedy, Romance, Shounen, Action",6,5,25,27,57,8.76,11671
"Fantasy, Hentai",13,3,2,2052,5729,6.38,10
"Comedy, Shounen, Ecchi",6,3,2,273,2520,6.6,38
"Comedy, Romance, Action",8,4,1,11,4165,7.44,5
"Comedy, Fantasy, Shounen, Action",6,0,1,29,1697,7.39,22
"Sci-Fi, Romance, Shounen, Action",4,5,26,58,726,7.94,1945
"Comedy, Romance, Shounen, Ecchi",6,3,4,275,2574,7.0,15
"Sports, Romance, Shounen, Action",6,5,26,4122,745,8.28,3395
"Sci-Fi, Romance, Action, Otro",9,0,1,106,3455,7.12,17
Action,6,3,1,8,8576,6.29,2
"Comedy, Sci-Fi, Romance, Action",6,4,1,43,6411,7.16,6
"Action, Supernatural, Thriller, Otro",5,0,1,65736,657,8.0,221
"Sci-Fi, Romance, Action",9,0,1,42,4105,7.91,5
"Comedy, Sci-Fi, Shounen, Action",9,5,54,57,3944,7.16,48
"Romance, Otro",14,2,16,66,8293,6.25,1
Fantasy,8,2,10,4,9338,6.93,1
"Comedy, Romance, Shoujo",4,4,1,515,7801,5.7,1
"Sci-Fi, Romance, Fantasy, Otro",9,5,26,102,2579,7.63,230
Music,4,1,1,8192,7514,7.12,3
"Comedy, Romance, Ecchi",5,5,12,259,503,7.29,639
"Comedy, Romance, Hentai, Action, Supernatural",6,3,1,2187,8212,4.97,3
"Comedy, Fantasy",9,3,6,5,5465,6.86,2
Sci-Fi,9,3,5,32,8692,5.83,1
Hentai,13,3,2,2048,3044,6.91,64
"Sports, Romance",8,4,1,4098,5750,5.95,0
"Supernatural, Thriller, Otro",13,5,24,65728,251,8.35,5221
"Comedy, Sports",5,4,7,4097,1670,7.76,109
Romance,9,0,2,2,10057,5.78,2
"Comedy, Sci-Fi, Shounen",6,0,1,49,8890,6.32,1
"Sci-Fi, Music",9,1,1,8224,10790,4.53,0
"Sci-Fi, Romance, Supernatural",9,0,1,162,2630,6.33,11
"Sci-Fi, Romance, Fantasy, Shounen, Otro",9,5,26,118,3249,7.01,50
Comedy,9,4,6,1,5422,6.27,1
"Comedy, Shounen",6,3,10,17,3389,8.12,151
"Sci-Fi, Action",9,0,1,40,1288,7.49,79
Comedy,15,2,13,1,2436,6.61,41
"Comedy, Romance, Ecchi",5,5,12,259,193,7.49,1876
"Sci-Fi, Romance, Action",9,5,51,42,3024,6.89,85
"Comedy, Romance, Fantasy, Shoujo, Action",9,5,50,527,3883,7.43,109
"Music, Otro",10,0,1,8256,13392,3.6,0
"Romance, Shoujo, Ecchi",8,4,1,770,3207,6.76,17
Hentai,13,3,1,2048,6093,6.17,10
"Sci-Fi, Fantasy, Shounen, Action, Otro",6,5,50,124,3401,7.01,52
"Sci-Fi, Romance, Action, Ecchi",9,5,13,298,2890,7.13,72
"Historical, Romance, Otro",8,5,52,1090,7178,7.13,4
Hentai,9,3,1,2048,4231,5.07,96
"Romance, Fantasy, Shoujo",6,3,4,518,3289,6.98,65
Comedy,10,3,1,1,4108,6.23,13
"Comedy, Gore, Shounen, Action, Supernatural",6,3,3,16537,3705,7.17,11
"Comedy, Romance, Fantasy, Action, Otro",9,5,50,79,565,7.35,672
"Fantasy, Music",9,1,1,8196,10322,5.31,0
"Comedy, Romance, Fantasy, Action, Otro",4,5,25,79,5509,5.47,5
"Romance, Shoujo",5,5,13,514,3203,7.92,61
"Sci-Fi, Action",9,5,26,40,9652,6.29,3
"Sci-Fi, Romance, Shounen, Action, Otro",6,5,11,122,376,7.9,1211
"Comedy, Fantasy, Shounen, Supernatural",6,5,13,149,2620,7.91,35
"Sci-Fi, Fantasy, Shounen, Action",9,5,26,60,7371,6.39,3
"Romance, Shounen, Otro",6,5,22,82,391,8.43,3918
"Comedy, Romance, Shounen, Action, Supernatural",9,3,4,155,7070,6.19,4
"Shounen, Thriller, Otro",6,5,26,65616,1331,7.99,824
"Fantasy, Action, Otro",4,2,1,76,3594,7.61,16
"Comedy, Historical, Otro",14,5,32,1089,11598,6.0,0
"Comedy, Sci-Fi, Fantasy, Action, Ecchi",9,3,1,301,4602,6.98,0
"Sci-Fi, Fantasy, Shounen, Action",6,5,52,60,2744,7.36,138
Romance,4,4,1,2,6889,6.02,0
Comedy,14,5,13,1,11025,6.66,2
"Comedy, Fantasy",6,5,43,5,11803,6.69,0
"Comedy, Historical, Shounen",6,5,3,1041,2977,7.1,18
"Shounen, Action, Supernatural",6,5,24,152,497,7.75,1088
"Comedy, Romance, Ecchi",5,3,1,259,1084,7.2,57
"Comedy, Sports, Romance, Shounen",6,5,26,4115,1886,8.32,151
Romance,10,2,3,2,8193,6.27,0
"Fantasy, Shounen, Action",6,3,8,28,1126,8.3,215
"Comedy, Fantasy, Shounen, Action, Supernatural",6,5,103,157,106,8.16,12129
"Comedy, Supernatural, Otro",4,0,1,193,8458,7.06,3
"Comedy, Sports, Romance",6,3,2,4099,2742,8.46,71
Romance,13,3,1,2,6561,6.29,0
"Romance, Fantasy, Shoujo",6,3,1,518,2654,8.13,502
"Fantasy, Shounen, Action",4,3,1,28,4834,6.44,3
"Comedy, Fantasy",9,5,40,5,2665,7.19,68
"Comedy, Romance, Shounen, Ecchi",6,5,12,275,616,6.95,310
"Romance, Fantasy",8,0,1,6,12757,5.0,0
"Comedy, Fantasy, Otro",4,0,1,69,2911,6.61,6
"Comedy, Romance, Ecchi",6,5,12,259,1298,6.64,130
"Comedy, Shounen, Action, Ecchi",6,5,12,281,2064,7.11,68
"Sci-Fi, Fantasy, Action",9,4,1,44,2175,7.32,111
"Comedy, Shounen, Action",6,4,1,25,1653,7.38,272
Otro,11,4,2,64,13162,6.21,0
"Comedy, Romance, Shounen, Action",6,5,52,27,3583,7.7,82
"Comedy, Romance, Fantasy, Action",9,0,1,15,1787,7.96,127
Comedy,4,5,6,1,12079,5.36,0
Music,7,1,1,8192,12913,5.43,0
"Historical, Fantasy, Shounen, Action, Supernatural",6,2,0,1180,10367,8.46,1
"Sci-Fi, Romance, Fantasy, Shounen, Action",9,5,49,62,3637,7.55,131
"Sci-Fi, Romance, Action",9,5,25,42,851,8.18,1266
"Sci-Fi, Fantasy, Shounen, Action",9,5,105,60,4532,7.06,52
"Comedy, Romance, Gore, Shounen, Supernatural, Ecchi",6,5,12,16787,205,7.49,1530
"Comedy, Sports, Romance, Shounen",6,5,26,4115,1778,8.36,229
Shounen,9,4,1,16,4449,6.9,19
"Historical, Shounen, Action",4,5,12,1048,764,7.51,1020
"Comedy, Romance, Shoujo",13,5,12,515,1918,6.89,229
Hentai,6,3,0,2048,7134,5.98,7
"Comedy, Supernatural, Otro",4,5,214,193,3487,7.24,125
"Comedy, Romance, Shounen",6,5,13,19,2902,6.53,38
Action,8,5,12,8,571,6.71,316
"Comedy, Romance",9,3,4,3,2189,7.19,90
"Sports, Romance, Shounen, Action",6,3,2,4122,5375,6.42,5
Fantasy,9,4,1,4,10613,5.69,1
"Supernatural, Otro",8,5,11,192,843,7.49,559
"Comedy, Sci-Fi, Romance, Otro",11,5,44,99,12480,5.0,0
"Fantasy, Action, Otro",4,0,1,76,2009,7.07,27
"Comedy, Historical",14,2,48,1025,1082,7.86,1099
"Comedy, Sci-Fi, Fantasy, Shounen, Action",6,0,1,61,2039,7.05,16
"Romance, Fantasy, Shounen, Otro",4,5,29,86,2904,7.14,85
"Sports, Shounen",6,3,3,4112,8660,6.1,1
"Sci-Fi, Fantasy, Action",9,5,6,44,3355,6.14,6
"Romance, Fantasy, Shounen, Action, Supernatural, Ecchi",5,3,2,414,1622,7.41,66
"Sci-Fi, Romance, Fantasy, Shoujo, Music",9,1,1,8742,10777,5.61,0
"Sci-Fi, Action",5,5,13,40,415,8.03,1244
"Comedy, Shoujo",6,5,12,513,2330,7.14,94
Fantasy,4,5,25,4,7256,7.14,12
"Comedy, Romance",9,2,3,3,12002,4.06,0
"Sci-Fi, Romance, Shounen, Action, Ecchi",6,5,12,314,369,7.11,1051
"Comedy, Otro",9,2,1,65,13129,4.4,0
"Gore, Shounen",6,3,2,16400,10826,5.03,0
"Sci-Fi, Shoujo, Gore, Action, Supernatural",9,5,6,17064,709,7.44,911
"Comedy, Romance, Shounen",15,4,6,19,5811,7.41,1
"Comedy, Supernatural, Otro",4,5,0,193,10830,6.34,1
"Sci-Fi, Shounen, Action",9,2,1,56,8204,6.11,0
"Comedy, Sci-Fi, Historical, Romance, Shounen",9,3,4,1075,4796,6.81,7
"Fantasy, Otro",4,0,1,68,3177,6.67,4
"Comedy, Gore, Action",14,2,41,16393,7307,6.84,5
"Comedy, Fantasy, Otro",4,0,1,69,4239,7.25,10
Hentai,6,3,3,2048,5332,6.37,18
"Historical, Romance, Fantasy",8,5,50,1030,6328,7.29,7
"Comedy, Gore, Supernatural",9,4,1,16513,8113,5.34,1
"Comedy, Fantasy, Supernatural",5,5,10,133,112,8.36,4646
"Comedy, Fantasy, Otro",4,5,26,69,10569,6.33,0
"Comedy, Historical, Fantasy",11,5,48,1029,11372,6.36,0
"Romance, Fantasy",5,0,1,6,2066,7.79,21
"Fantasy, Shoujo",6,4,1,516,5769,6.17,7
"Comedy, Romance, Shounen, Supernatural, Ecchi",5,3,1,403,2981,7.04,3
Fantasy,4,5,12,4,1442,7.33,86
"Comedy, Sci-Fi, Fantasy, Shounen, Action",6,0,1,61,1115,7.69,110
"Romance, Gore, Supernatural, Otro",6,5,12,16578,1404,6.47,117
"Comedy, Shounen, Supernatural",6,3,1,145,6055,6.76,0
"Comedy, Romance, Shounen, Supernatural",6,5,13,147,791,7.39,320
"Fantasy, Otro",8,0,1,68,11757,6.54,0
"Comedy, Otro",6,5,60,65,11729,5.69,0
"Comedy, Sci-Fi, Sports, Fantasy, Shounen, Action",6,5,52,4157,2210,7.01,178
"Historical, Romance, Fantasy, Shounen, Supernatural, Otro",6,0,1,1238,1432,8.71,124
"Comedy, Fantasy, Shounen, Action",6,5,220,29,10,7.88,34468
"Comedy, Sci-Fi, Romance, Fantasy, Gore, Hentai, Action, Supernatural",6,3,6,18607,7281,5.89,1
"Sci-Fi, Gore, Supernatural",6,3,1,16544,3652,7.09,51
"Comedy, Fantasy, Supernatural",5,0,1,133,3161,7.4,10
"Comedy, Romance, Ecchi",6,5,12,259,2939,6.87,16
"Comedy, Sci-Fi, Fantasy, Shounen",6,5,23,53,430,7.49,1703
"Comedy, Romance, Shoujo",6,5,24,515,339,7.72,2782
"Mistery, Sci-Fi, Action",9,5,22,32808,9404,6.29,1
"Shounen, Action, Supernatural, Otro",6,3,1,216,1958,7.8,62
"Fantasy, Action, Supernatural, Otro",5,5,13,204,314,8.01,1548
"Comedy, Fantasy, Shoujo, Action, Supernatural, Otro",6,3,1,717,2668,7.03,82
Romance,4,3,2,2,6903,6.2,0
Fantasy,9,2,43,4,13614,4.73,0
Ecchi,10,4,6,256,4496,6.23,1
"Romance, Fantasy, Action, Ecchi",5,5,12,270,410,7.32,560
"Comedy, Romance, Shoujo, Music, Ecchi",13,5,13,8963,1110,7.46,613
"Comedy, Sports, Shounen",6,5,12,4113,3600,6.75,10
"Sci-Fi, Fantasy, Otro",9,0,1,100,14130,6.0,0
"Comedy, Fantasy, Shounen, Supernatural",6,5,150,149,1191,7.64,818
"Romance, Otro",6,5,11,66,256,8.52,4705
"Romance, Supernatural",9,4,7,130,2582,6.83,21
"Sci-Fi, Gore",9,3,2,16416,8935,6.13,1
"Comedy, Romance, Shounen, Action",6,4,1,27,1576,7.46,75
"Sci-Fi, Shounen, Action",4,3,1,56,4898,5.91,10
"Comedy, Shoujo, Action, Otro",6,5,26,585,3831,7.01,24
"Comedy, Romance, Shoujo",6,5,12,515,713,7.13,463
"Comedy, Music",9,5,25,8193,2791,6.48,57
"Comedy, Romance, Fantasy, Shounen, Otro",4,5,51,87,10209,6.49,0
"Romance, Music, Shounen, Action",4,3,1,8218,11461,6.45,0
Romance,13,4,1,2,2677,7.0,10
"Comedy, Historical",9,2,3,1025,13925,4.9,0
"Mistery, Comedy, Shounen, Action",6,5,26,32793,4443,7.48,6
"Fantasy, Otro",4,0,1,68,4406,6.69,6
"Sci-Fi, Fantasy",9,5,12,36,2591,6.23,17
"Comedy, Romance",6,5,12,3,9386,5.97,1
"Fantasy, Action, Supernatural",5,0,1,140,1246,7.81,146
Romance,8,5,12,2,3255,6.65,19
"Comedy, Fantasy, Ecchi",9,5,13,261,1398,7.35,264
"Comedy, Romance, Shounen",6,4,1,19,3526,7.35,5
Comedy,9,4,13,1,12830,4.83,0
"Comedy, Shounen, Action, Supernatural",6,3,1,153,3909,7.64,7
"Comedy, Sports, Shounen, Ecchi",6,4,6,4369,4067,6.59,1
"Comedy, Romance, Fantasy, Shoujo, Supernatural",6,5,12,647,588,8.27,1038
"Comedy, Sci-Fi, Otro",10,5,10,97,11641,4.56,0
"Sci-Fi, Romance, Gore, Shounen, Action",6,5,13,16442,1501,6.87,81
"Comedy, Romance, Ecchi, Otro",5,5,12,323,694,6.78,179
"Comedy, Romance",15,4,1,3,2061,7.09,20
"Comedy, Sci-Fi, Fantasy, Shounen, Action",6,0,1,61,1154,6.88,41
"Sci-Fi, Fantasy, Action",9,5,26,44,689,7.9,1668
"Comedy, Romance, Fantasy, Action, Otro",6,5,73,79,3697,7.24,42
"Comedy, Historical",14,4,4,1025,2873,7.79,59
"Romance, Fantasy, Action, Supernatural, Ecchi",5,3,1,398,1445,7.14,60
"Comedy, Fantasy, Shounen, Action",9,5,52,29,5653,6.32,3
"Romance, Gore, Shounen, Action, Supernatural",6,3,1,16538,772,7.62,322
"Comedy, Fantasy",6,3,1,5,2113,6.81,16
"Comedy, Romance",3,5,12,3,5446,4.8,5
"Sci-Fi, Fantasy, Shounen",9,3,8,52,2491,7.33,278
"Comedy, Shounen, Action",6,0,1,25,827,7.47,129
"Comedy, Sci-Fi, Romance, Shoujo, Shounen",9,5,12,563,3835,6.38,8
Comedy,4,4,13,1,7656,6.32,0
"Romance, Fantasy, Shounen, Action",6,3,3,30,455,7.88,622
"Comedy, Romance",1,5,24,3,8495,6.51,3
"Comedy, Romance, Fantasy",9,5,25,7,300,8.13,3495
"Comedy, Romance",5,2,4,3,658,7.57,176
"Comedy, Romance, Shounen",6,5,12,19,1279,7.4,187
Hentai,13,3,2,2048,4709,6.7,31
"Historical, Shounen, Action",4,5,12,1048,2776,6.94,36
"Sci-Fi, Romance, Music, Action",9,0,1,8234,2469,7.9,54
"Comedy, Romance, Fantasy, Shoujo, Shounen",6,5,13,535,1686,7.3,403
"Comedy, Sci-Fi, Shounen, Supernatural, Ecchi",9,5,12,433,643,7.11,435
"Romance, Action, Supernatural",14,2,1,138,1653,7.7,303
"Sci-Fi, Action",6,4,1,40,4977,7.08,15
"Sci-Fi, Shounen, Action",9,4,1,56,2299,7.25,45
"Comedy, Romance, Fantasy, Action, Otro",4,0,1,79,1509,7.33,63
"Romance, Music",10,5,13,8194,305,7.62,6331
"Shounen, Action, Supernatural",9,0,1,152,2489,7.67,11
"Sci-Fi, Romance, Action, Thriller, Otro",5,0,1,65642,2595,6.38,12
"Sci-Fi, Action",9,3,1,40,7571,6.4,2
"Comedy, Sci-Fi, Action",6,3,2,41,6961,6.98,7
"Romance, Hentai, Supernatural",6,3,2,2178,3908,6.86,66
"Comedy, Supernatural, Ecchi",14,4,1,385,6809,6.14,0
"Sci-Fi, Romance",9,0,1,34,1010,8.17,573
Sci-Fi,9,2,2,32,9655,5.63,1
"Comedy, Fantasy, Otro",4,4,1,69,2940,6.57,12
"Fantasy, Action, Supernatural",4,2,2,140,3347,7.16,5
"Comedy, Fantasy",6,0,1,5,6485,7.31,4
"Comedy, Fantasy, Supernatural, Ecchi",9,5,12,389,2585,7.07,92
"Romance, Shounen, Action",4,0,1,26,3481,6.64,21
"Romance, Shounen",9,4,1,18,1292,7.56,106
"Comedy, Music",6,3,12,8193,627,8.22,2549
Music,9,4,1,8192,5761,6.66,4
"Sci-Fi, Action",9,5,25,40,1722,7.92,487
"Comedy, Romance, Shounen",15,4,2,19,3071,7.57,8
"Comedy, Sports, Romance, Shounen",6,5,75,4115,787,8.2,2285
"Comedy, Romance, Ecchi",6,5,12,259,1054,7.03,471
Fantasy,4,3,1,4,7529,3.21,3
"Mistery, Sci-Fi, Fantasy, Gore, Thriller, Otro",9,3,3,114788,3964,6.4,9
"Sci-Fi, Romance, Fantasy, Action",6,5,26,46,5028,6.62,7
"Comedy, Action, Ecchi",9,4,2,265,6433,6.82,0
"Fantasy, Action",4,0,1,12,5912,7.33,20
"Shounen, Action, Otro",9,5,48,88,4169,6.8,31
Romance,13,5,14,2,829,7.35,1012
"Comedy, Sci-Fi, Romance",6,3,2,35,5066,6.96,2
"Comedy, Romance",3,5,12,3,1018,7.19,299
"Comedy, Romance, Action, Supernatural, Otro",6,5,12,203,719,7.11,815
"Comedy, Historical, Fantasy, Ecchi",13,5,12,1285,3041,7.14,23
"Sci-Fi, Shounen, Action",9,5,26,56,9554,6.41,0
"Comedy, Fantasy",9,2,12,5,10184,4.28,0
"Romance, Fantasy, Shoujo, Supernatural",6,5,46,646,423,7.73,6676
"Romance, Fantasy, Otro",10,0,1,70,5808,5.71,2
"Sci-Fi, Romance, Action",9,0,1,42,4124,7.28,4
"Comedy, Fantasy",5,5,12,5,2710,6.53,25
"Romance, Shounen",6,3,1,18,10930,5.57,0
"Sci-Fi, Romance, Fantasy",9,5,24,38,1249,7.7,686
"Historical, Romance, Gore, Otro",10,0,1,17474,3350,6.8,41
"Comedy, Historical, Romance, Supernatural",6,2,0,1155,6546,7.5,6
"Comedy, Romance",9,2,10,3,3267,7.9,78
"Sci-Fi, Fantasy, Shounen, Action",6,0,1,60,7239,6.65,0
"Sci-Fi, Romance, Action",6,0,1,42,5841,7.32,2
"Comedy, Sci-Fi, Shounen, Action",6,3,4,57,2803,7.18,47
"Comedy, Action, Ecchi",15,4,1,265,5886,5.43,2
Comedy,6,5,24,1,10645,6.44,0
"Comedy, Romance, Otro",6,3,1,67,4693,7.46,6
"Comedy, Romance",4,4,1,3,5033,6.87,2
"Comedy, Fantasy, Action",5,3,1,13,2243,7.08,10
Comedy,5,4,11,1,5260,7.36,3
"Comedy, Fantasy",5,4,1,5,1629,7.31,24
"Sci-Fi, Romance, Action",9,5,50,42,761,7.88,3296
"Comedy, Supernatural",9,5,13,129,10229,4.95,0
Fantasy,1,0,1,4,13423,5.15,0
Music,9,5,51,8192,6444,6.86,3
"Mistery, Sci-Fi",9,0,1,32800,4333,6.86,7
"Fantasy, Action, Supernatural",9,5,23,140,2532,5.92,15
"Comedy, Sci-Fi, Shounen",6,0,1,49,8774,5.99,0
"Historical, Action",6,3,3,1032,4339,7.32,25
Comedy,9,0,3,1,6704,6.59,4
"Comedy, Romance, Fantasy, Shoujo",6,5,51,519,3111,6.77,87
"Historical, Fantasy, Shounen, Action, Ecchi",13,5,12,1308,1890,6.86,116
"Comedy, Romance",13,5,25,3,372,7.51,1647
"Comedy, Gore, Supernatural, Otro",9,4,12,16577,9252,6.09,1
"Comedy, Historical, Fantasy, Shounen",9,5,13,1045,3730,7.17,46
Romance,9,5,4,2,4333,6.25,6
"Sci-Fi, Romance, Action",9,5,12,42,2778,6.98,16
"Shounen, Thriller, Otro",6,5,26,65616,1009,8.28,1229
"Comedy, Sci-Fi, Fantasy, Shounen, Otro",6,5,12,117,1474,6.7,157
"Comedy, Romance, Shoujo",6,5,12,515,793,7.92,745
"Comedy, Sci-Fi, Romance, Fantasy, Shoujo",4,5,13,551,4006,6.99,24
"Comedy, Shounen, Otro",2,4,2,81,5179,6.57,2
"Gore, Shounen, Action, Supernatural, Ecchi",6,5,12,16792,32,7.36,7718
"Historical, Romance, Fantasy",6,0,1,1030,7188,7.05,3
Comedy,6,4,13,1,8614,6.32,1
"Comedy, Romance",9,4,2,3,5413,6.75,4
"Romance, Fantasy",9,0,1,6,2227,8.22,77
"Fantasy, Ecchi, Otro",5,4,6,324,940,6.8,122
"Fantasy, Action, Supernatural",5,0,1,140,1552,7.44,60
"Comedy, Fantasy",9,5,51,5,2296,7.2,285
"Sports, Romance",13,5,12,4098,833,7.02,514
"Comedy, Sci-Fi",9,5,24,33,12220,5.86,0
Otro,9,0,1,64,9143,5.58,0
"Sci-Fi, Romance, Fantasy, Gore, Action, Supernatural",8,0,1,16558,975,7.93,876
Hentai,13,3,2,2048,4704,6.91,36
"Shounen, Action, Supernatural",9,0,1,152,2423,7.75,28
"Fantasy, Shoujo, Ecchi, Otro",13,5,13,836,2570,6.68,101
Hentai,13,3,2,2048,3613,6.95,104
Romance,9,2,3,2,11246,5.79,0
"Romance, Supernatural",9,5,11,130,45,8.55,21155
Hentai,13,3,2,2048,7615,5.84,1
Sci-Fi,9,2,1,32,3208,6.78,3
"Sci-Fi, Shounen, Action, Otro",9,4,4,120,476,8.05,786
"Comedy, Romance, Shounen, Ecchi",15,4,6,275,2101,7.35,22
Fantasy,9,3,1,4,7550,6.99,1
"Comedy, Sci-Fi, Shounen",9,0,2,49,3779,7.52,23
"Comedy, Romance",6,5,12,3,2860,7.37,58
"Comedy, Music",9,1,1,8193,7841,3.51,5
"Music, Otro",9,1,1,8256,14241,2.89,0
"Sci-Fi, Romance, Gore, Action, Otro",9,5,26,16490,48,8.32,41098
"Comedy, Romance, Shounen",6,3,1,19,2792,7.87,14
"Comedy, Sci-Fi",11,5,77,33,11053,6.69,0
"Sci-Fi, Action",9,5,26,40,1069,7.63,604
"Comedy, Romance, Fantasy, Shounen, Action",6,0,1,31,776,7.44,140
"Comedy, Romance, Fantasy, Shoujo",6,5,51,519,6511,6.9,9
"Sci-Fi, Romance, Action",9,3,5,42,6738,7.13,3
"Comedy, Romance",14,5,12,3,139,8.34,8046
Hentai,13,3,3,2048,5408,6.7,36
"Comedy, Fantasy, Ecchi",5,3,4,261,607,6.75,626
"Romance, Shoujo, Gore, Otro",6,3,1,16962,6298,5.19,2
Comedy,13,2,0,1,7376,6.22,0
"Comedy, Romance, Shounen",15,3,1,19,2178,7.19,9
"Comedy, Sports, Romance",9,5,13,4099,377,7.86,2465
"Sci-Fi, Fantasy, Otro",6,3,1,100,3232,7.23,86
"Sci-Fi, Romance, Action",9,0,1,42,621,7.75,665
"Comedy, Romance",6,4,7,3,5848,6.33,4
Hentai,13,3,1,2048,5981,5.96,23
Hentai,13,3,1,2048,2658,7.51,159
"Comedy, Sci-Fi, Fantasy, Shounen",9,3,3,53,9347,6.5,2
"Historical, Fantasy, Shounen, Action",6,5,20,1052,6439,7.38,6
"Sci-Fi, Action, Otro",4,5,44,104,5001,7.24,35
"Fantasy, Action, Otro",11,0,1,76,3895,8.08,80
"Comedy, Fantasy, Action",9,4,1,13,3239,6.79,6
"Sci-Fi, Fantasy, Shounen, Action",9,0,1,60,1172,7.66,119
"Romance, Fantasy",9,5,39,6,5954,7.66,10
Comedy,9,4,6,1,2997,6.31,8
Romance,5,3,1,2,5743,6.1,0
"Sci-Fi, Fantasy, Action",9,0,1,44,2169,7.67,103
"Mistery, Comedy, Action, Otro",6,3,1,32841,7623,6.66,3
"Sci-Fi, Action",9,4,1,40,8863,6.17,1
"Comedy, Sports, Romance, Shounen",6,4,2,4115,6757,6.34,0
"Comedy, Romance, Supernatural, Otro",6,5,24,195,414,8.08,3354
"Comedy, Romance, Action, Supernatural, Otro",6,0,1,203,3845,6.89,20
"Gore, Supernatural",6,5,11,16512,4058,6.99,29
"Comedy, Romance",9,5,0,3,11349,4.0,0
"Fantasy, Action, Otro",9,4,1,76,7018,6.65,0
"Sports, Romance, Shounen, Action",6,5,25,4122,8772,6.38,1
"Sci-Fi, Fantasy",9,5,26,36,6867,6.72,10
Romance,8,0,1,2,5553,7.25,4
"Fantasy, Shounen, Action",6,5,0,28,350,7.03,1946
"Comedy, Sports, Romance, Shounen, Action",6,0,1,4123,4200,7.56,10
"Comedy, Sci-Fi",6,5,66,33,5212,7.18,22
Comedy,6,3,1,1,3900,6.8,4
"Comedy, Romance, Fantasy, Shounen, Supernatural",6,3,3,151,3416,7.76,18
"Comedy, Romance, Shounen, Action, Supernatural",6,4,1,155,2303,7.33,37
"Mistery, Comedy, Fantasy, Shounen, Otro",6,3,1,32853,3684,7.31,2
"Romance, Fantasy",8,4,1,6,11456,6.33,0
"Comedy, Fantasy, Otro",4,0,1,69,5893,6.5,0
"Shounen, Otro",6,5,37,80,3947,7.58,44
Romance,6,5,12,2,8827,5.91,0
"Sci-Fi, Romance, Fantasy, Music",7,1,1,8230,1751,8.17,478
"Sci-Fi, Fantasy, Action",9,5,21,44,1987,7.13,74
Fantasy,9,2,1,4,13546,4.86,0
Fantasy,11,0,1,4,7907,5.78,1
"Comedy, Sci-Fi, Shounen",6,0,1,49,7911,6.55,1
"Romance, Fantasy, Shounen",6,5,12,22,2823,7.37,55
"Shounen, Action, Otro",9,5,26,88,4934,6.94,13
"Comedy, Sci-Fi, Fantasy",9,5,13,37,823,7.78,1358
"Comedy, Romance, Fantasy, Shounen, Supernatural, Ecchi",10,4,1,407,9467,6.76,0
"Gore, Shounen, Action, Supernatural",6,3,10,16536,105,8.53,13450
"Romance, Supernatural",9,5,12,130,2043,7.04,72
Hentai,13,3,4,2048,5181,6.69,37
"Sports, Shounen, Action",6,3,1,4120,11801,6.0,0
"Fantasy, Music",9,0,1,8196,4197,6.43,13
"Comedy, Sci-Fi, Fantasy, Shounen, Action",6,0,1,61,1251,7.5,53
"Romance, Shounen",6,3,1,18,7044,5.16,4
"Comedy, Sci-Fi, Shounen, Supernatural, Ecchi",6,3,1,433,1103,7.57,151
Hentai,13,3,2,2048,4778,6.85,25
"Mistery, Comedy, Sci-Fi",9,5,12,32801,3131,6.49,12
"Sci-Fi, Romance, Fantasy",6,0,1,38,3700,7.7,92
"Comedy, Shounen, Otro",2,5,12,81,4154,5.85,10
"Comedy, Fantasy, Otro",8,0,1,69,9955,6.62,0
"Sci-Fi, Historical, Romance, Gore, Action, Supernatural",6,5,12,17578,1247,7.03,260
"Romance, Shoujo, Supernatural, Ecchi",13,5,12,898,1369,6.09,359
"Shounen, Action, Supernatural, Ecchi",6,5,12,408,1014,6.61,105
"Sci-Fi, Romance, Supernatural, Thriller, Otro",8,5,24,65762,634,8.21,2780
"Comedy, Romance, Shounen",15,5,13,19,234,7.68,2466
"Comedy, Romance",9,4,1,3,8141,6.32,1
"Comedy, Fantasy, Otro",9,5,50,69,10211,5.33,0
"Sci-Fi, Romance, Fantasy, Gore, Action",9,5,26,16430,1522,7.11,340
"Comedy, Fantasy, Ecchi",10,5,12,261,1588,5.3,86
Hentai,9,3,2,2048,5783,6.02,12
"Shounen, Action, Otro",9,5,24,88,6572,6.76,12
"Romance, Music",9,0,1,8194,4558,7.22,8
"Sci-Fi, Action, Supernatural",5,5,13,168,1055,7.05,183
